instance_id,repo,resolved,in_no_generation,in_no_logs,has_report,patch_exists,patch_is_None,patch_successfully_applied,resolved_in_report,FAIL_TO_PASS_success,FAIL_TO_PASS_failure,FAIL_TO_FAIL_success,FAIL_TO_FAIL_failure,PASS_TO_PASS_success,PASS_TO_PASS_failure,PASS_TO_FAIL_success,PASS_TO_FAIL_failure,has_patch_diff,patch_files,patch_hunks,patch_added,patch_removed,patch_churn,patch_is_empty,has_traj,exit_status,submission_present,n_messages,n_assistant,n_user,n_system,n_bash_calls,api_calls,prompt_tokens,completion_tokens,total_tokens,runtime_sec,mini_version,phase_ISSUE_REPRODUCT_msgs,phase_ISSUE_REPRODUCT_steps,phase_ISSUE_REPRODUCT_complete,phase_ISSUE_REPRODUCT_giveup,phase_ISSUE_REPRODUCT_visited,phase_TEST_SYNTHSIZE_msgs,phase_TEST_SYNTHSIZE_steps,phase_TEST_SYNTHSIZE_complete,phase_TEST_SYNTHSIZE_giveup,phase_TEST_SYNTHSIZE_visited,phase_CODE_LOCALIZE_msgs,phase_CODE_LOCALIZE_steps,phase_CODE_LOCALIZE_complete,phase_CODE_LOCALIZE_giveup,phase_CODE_LOCALIZE_visited,phase_TEST_LOCALIZE_msgs,phase_TEST_LOCALIZE_steps,phase_TEST_LOCALIZE_complete,phase_TEST_LOCALIZE_giveup,phase_TEST_LOCALIZE_visited,phase_CODE_FIX_msgs,phase_CODE_FIX_steps,phase_CODE_FIX_complete,phase_CODE_FIX_giveup,phase_CODE_FIX_visited,phase_VERIFY_PATCH_msgs,phase_VERIFY_PATCH_steps,phase_VERIFY_PATCH_complete,phase_VERIFY_PATCH_giveup,phase_VERIFY_PATCH_visited,phase_ISSUE_CLOSE_msgs,phase_ISSUE_CLOSE_steps,phase_ISSUE_CLOSE_complete,phase_ISSUE_CLOSE_giveup,phase_ISSUE_CLOSE_visited,phase_FINAL_REPORT_msgs,phase_FINAL_REPORT_steps,phase_FINAL_REPORT_complete,phase_FINAL_REPORT_giveup,phase_FINAL_REPORT_visited,phase_unknown_msgs,artefact_missing,all_phases_visited
django__django-11815,django/django,True,False,False,True,True,False,True,True,2,0,0,0,44,0,0,0,True,1,1,2,3,5,False,True,Submitted,True,564,270,286,8,262,500,6602240,87236,6689476,3190.2278106212616,1.17.2,58,10,1,0,1,87,9,1,0,1,53,8,1,0,1,89,11,1,0,1,121,9,1,0,1,85,8,1,0,1,47,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11820,django/django,False,False,False,True,True,False,True,False,1,1,0,0,61,0,0,0,True,1,1,3,0,3,False,True,Submitted,True,556,266,282,8,258,492,6619532,70786,6690318,2485.049371957779,1.17.2,122,10,1,0,1,69,9,1,0,1,51,9,1,0,1,113,11,1,0,1,81,9,1,0,1,45,8,1,0,1,49,9,1,0,1,26,4,1,0,1,0,False,True
django__django-11848,django/django,False,False,False,True,True,False,True,False,0,2,0,0,43,0,0,0,True,1,1,4,1,5,False,True,Submitted,True,412,194,210,8,186,348,4067661,83259,4150920,2748.328471183777,1.17.2,36,10,1,0,1,51,9,1,0,1,43,9,1,0,1,67,11,1,0,1,93,9,1,0,1,47,8,1,0,1,51,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11880,django/django,True,False,False,True,True,False,True,True,1,0,0,0,114,0,0,0,True,1,1,1,0,1,False,True,Submitted,True,494,235,251,8,227,430,5145613,60121,5205734,2181.7577590942383,1.17.2,76,10,1,0,1,49,9,1,0,1,53,9,1,0,1,145,11,1,0,1,39,9,1,0,1,53,8,1,0,1,55,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11885,django/django,True,False,False,True,True,False,True,False,1,0,0,0,41,2,0,0,True,1,4,36,7,43,False,True,Submitted,True,696,336,352,8,317,621,14099885,272276,14372161,4937.826752662659,1.17.2,110,10,1,0,1,59,9,1,0,1,73,9,1,0,1,111,11,1,0,1,223,9,1,0,1,51,8,1,0,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-11951,django/django,False,False,False,True,True,False,True,True,1,0,0,0,21,0,0,0,True,1,1,2,0,2,False,True,Submitted,True,518,247,263,8,239,453,5334558,70318,5404876,2259.50283741951,1.17.2,80,10,1,0,1,61,9,1,0,1,51,9,1,0,1,123,11,1,0,1,81,9,1,0,1,51,8,1,0,1,41,9,1,0,1,30,4,1,0,1,0,False,True
django__django-11964,django/django,True,False,False,True,True,False,True,True,2,0,0,0,15,0,0,0,True,1,1,6,1,7,False,True,Submitted,True,478,227,243,8,218,411,4853587,68700,4922287,2117.9922156333923,1.17.2,104,10,1,0,1,65,9,1,0,1,43,9,1,0,1,75,11,1,0,1,59,9,1,0,1,47,8,1,0,1,57,8,2,0,1,28,4,1,0,1,0,False,True
django__django-11999,django/django,True,False,False,True,True,False,True,True,1,0,0,0,30,0,0,0,True,1,1,14,2,16,False,True,Submitted,True,550,263,279,8,251,482,5723099,155634,5878733,3298.4977033138275,1.17.2,88,10,1,0,1,61,9,1,0,1,49,9,1,0,1,119,11,1,0,1,111,9,1,0,1,53,8,1,0,1,45,9,1,0,1,24,4,1,0,1,0,False,True
django__django-12039,django/django,True,False,False,True,True,False,True,True,1,0,0,0,11,0,0,0,True,1,2,9,3,12,False,True,Submitted,True,494,235,251,8,227,430,5260149,77265,5337414,2191.1709818840027,1.17.2,58,10,1,0,1,55,9,1,0,1,43,9,1,0,1,121,11,1,0,1,93,9,1,0,1,51,8,1,0,1,47,9,1,0,1,26,4,1,0,1,0,False,True
django__django-12050,django/django,True,False,False,True,True,False,True,True,1,0,0,0,10,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,528,252,268,8,244,464,5529717,76244,5605961,2529.461652994156,1.17.2,94,10,1,0,1,65,9,1,0,1,43,9,1,0,1,121,11,1,0,1,77,9,1,0,1,49,9,1,0,1,53,9,1,0,1,26,4,1,0,1,0,False,True
django__django-12125,django/django,True,False,False,True,True,False,True,True,2,0,0,0,45,0,0,0,True,5,2,21,3,24,False,True,Submitted,True,622,299,315,8,288,555,8114631,117165,8231796,3621.1817553043365,1.17.2,106,10,1,0,1,87,9,1,0,1,45,9,1,0,1,125,11,1,0,1,103,9,1,0,1,81,8,2,0,1,47,9,1,0,1,28,4,1,0,1,0,False,True
django__django-12143,django/django,True,False,False,True,True,False,True,True,1,0,0,0,52,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,571,272,290,9,263,499,5607211,90887,5698098,3021.6181461811066,1.17.2,52,10,1,0,1,87,9,1,0,1,53,8,1,0,1,99,11,1,0,1,71,9,1,0,1,138,8,2,0,1,47,9,1,0,1,24,4,1,0,1,0,False,True
django__django-12155,django/django,True,False,False,True,True,False,True,True,1,0,0,0,6,0,0,0,True,1,3,36,6,42,False,True,Submitted,True,1504,719,763,22,692,1324,17972684,252767,18225451,7950.836613893509,1.17.2,74,10,1,0,1,103,9,1,0,1,49,9,1,0,1,103,11,1,0,1,632,9,6,0,1,476,8,5,6,1,45,9,1,0,1,22,4,1,0,1,0,False,True
django__django-12193,django/django,True,False,False,True,True,False,True,True,1,0,0,0,11,0,0,0,True,1,1,2,0,2,False,True,Submitted,True,488,232,248,8,224,424,5110089,72386,5182475,2539.242870092392,1.17.2,78,10,1,0,1,57,9,1,0,1,43,9,1,0,1,131,11,1,0,1,51,9,1,0,1,59,8,1,0,1,45,9,1,0,1,24,4,1,0,1,0,False,True
django__django-12209,django/django,True,False,False,True,True,False,True,True,1,0,0,0,0,0,0,0,True,1,3,6,0,6,False,True,Submitted,True,858,414,434,10,400,774,11677871,178236,11856107,9263.901722192764,1.17.2,136,10,1,0,1,63,9,1,0,1,79,9,1,0,1,113,11,1,0,1,244,9,2,0,1,154,8,2,1,1,43,9,1,0,1,26,4,1,0,1,0,False,True
django__django-12262,django/django,True,False,False,True,True,False,True,True,4,0,0,0,18,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,706,335,359,12,322,609,6929744,122534,7052278,3459.78786611557,1.17.2,74,10,1,0,1,59,9,1,0,1,51,9,1,0,1,101,11,1,0,1,116,9,2,0,1,230,8,3,1,1,45,9,1,0,1,30,4,1,0,1,0,False,True
django__django-12273,django/django,False,False,False,True,True,False,True,True,2,0,0,0,27,0,0,0,True,1,2,18,0,18,False,True,Submitted,True,620,298,314,8,290,556,7129955,71150,7201105,2440.426216840744,1.17.2,100,10,1,0,1,63,9,1,0,1,63,9,1,0,1,139,11,1,0,1,137,9,1,0,1,41,8,1,0,1,51,9,1,0,1,26,4,1,0,1,0,False,True
django__django-12276,django/django,True,False,False,True,True,False,True,True,2,0,0,0,117,0,0,0,True,1,1,3,0,3,False,True,Submitted,True,442,209,225,8,201,378,4144106,57979,4202085,1926.0100305080414,1.17.2,68,10,1,0,1,47,9,1,0,1,51,9,1,0,1,89,11,1,0,1,65,9,1,0,1,51,7,1,0,1,47,9,1,0,1,24,4,1,0,1,0,False,True
django__django-12304,django/django,True,False,False,True,True,False,True,True,1,0,0,0,17,0,0,0,True,2,6,37,4,41,False,True,Submitted,True,862,411,438,13,398,757,10447735,149913,10597648,4303.653714418411,1.17.2,82,10,1,0,1,65,9,1,0,1,61,9,1,0,1,103,11,1,0,1,164,9,2,0,1,312,8,3,1,1,53,9,1,0,1,22,4,1,0,1,0,False,True
django__django-12308,django/django,False,False,False,True,True,False,True,False,0,2,0,0,20,0,0,0,True,1,3,15,0,15,False,True,Submitted,True,638,307,323,8,298,573,8521280,103478,8624758,3144.314875125885,1.17.2,100,10,1,0,1,71,9,1,0,1,65,9,1,0,1,107,11,1,0,1,175,9,1,0,1,51,8,1,0,1,45,9,1,0,1,24,4,1,0,1,0,False,True
django__django-12325,django/django,False,False,False,True,True,False,True,False,0,2,0,0,201,0,0,0,True,1,1,6,1,7,False,True,Submitted,True,488,232,248,8,224,424,4530270,73268,4603538,2576.250938653946,1.17.2,90,10,1,0,1,67,9,1,0,1,61,9,1,0,1,91,11,1,0,1,55,9,1,0,1,55,8,1,0,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-12406,django/django,False,False,False,True,True,False,True,False,1,2,0,0,165,0,0,0,True,1,1,7,1,8,False,True,Submitted,True,550,263,279,8,255,486,6557706,70462,6628168,2484.521518468857,1.17.2,114,10,1,0,1,63,9,1,0,1,47,8,1,0,1,127,11,1,0,1,73,9,1,0,1,45,8,1,0,1,53,9,1,0,1,28,4,1,0,1,0,False,True
django__django-12419,django/django,True,False,False,True,True,False,True,True,1,0,0,0,0,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,430,203,219,8,195,366,4432515,61383,4493898,2132.3957874774933,1.17.2,64,10,1,0,1,53,9,1,0,1,51,9,1,0,1,83,11,1,0,1,59,9,1,0,1,49,8,1,0,1,49,9,1,0,1,22,4,1,0,1,0,False,True
django__django-12663,django/django,True,False,False,True,True,False,True,False,0,1,0,0,135,0,0,0,True,3,4,10,3,13,False,True,Submitted,True,714,345,361,8,336,646,9851026,93148,9944174,3355.550711631775,1.17.2,108,10,1,0,1,81,9,1,0,1,57,9,1,0,1,117,11,1,0,1,219,9,1,0,1,53,8,1,0,1,49,9,1,0,1,30,4,2,0,1,0,False,True
django__django-12708,django/django,True,False,False,True,True,False,True,True,1,0,0,0,101,0,0,0,True,1,2,16,3,19,False,True,Submitted,True,866,421,437,8,413,801,13310229,113862,13424091,3893.028191804886,1.17.2,192,10,1,0,1,173,9,1,0,1,51,9,1,0,1,171,11,1,0,1,157,9,1,0,1,47,8,1,0,1,47,9,1,0,1,28,4,1,0,1,0,False,True
django__django-12713,django/django,True,False,False,True,True,False,True,True,1,0,0,0,58,0,0,0,True,1,1,8,7,15,False,True,Submitted,True,474,225,241,8,217,410,4387149,66306,4453455,2196.816457748413,1.17.2,70,10,1,0,1,65,9,1,0,1,45,8,1,0,1,103,11,1,0,1,75,9,1,0,1,41,8,1,0,1,51,9,1,0,1,24,4,1,0,1,0,False,True
django__django-12741,django/django,True,False,False,True,True,False,True,True,2,0,0,0,67,0,0,0,True,5,5,7,5,12,False,True,Submitted,True,1285,608,654,23,582,1098,10643660,216340,10860000,5495.429093837738,1.17.2,78,10,1,0,1,57,9,1,0,1,51,9,1,0,1,111,11,1,0,1,526,9,8,0,1,375,8,3,7,1,63,9,1,0,1,24,4,1,0,1,0,False,True
django__django-12754,django/django,True,False,False,True,True,False,True,True,1,0,0,0,112,0,0,0,True,1,1,18,0,18,False,True,Submitted,True,588,282,298,8,274,524,7290686,75755,7366441,2286.5065393447876,1.17.2,106,10,1,0,1,71,9,1,0,1,67,9,1,0,1,127,11,1,0,1,95,9,1,0,1,49,8,1,0,1,47,9,1,0,1,26,4,1,0,1,0,False,True
django__django-12774,django/django,True,False,False,True,True,False,True,True,1,0,0,0,41,0,0,0,True,1,1,7,2,9,False,True,Submitted,True,678,324,344,10,314,598,7067727,104051,7171778,2651.4915058612823,1.17.2,84,10,1,0,1,97,9,1,0,1,47,9,1,0,1,147,11,1,0,1,138,9,2,0,1,96,8,1,1,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-12858,django/django,True,False,False,True,True,False,True,True,1,0,0,0,73,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,1785,846,908,31,813,1535,18373480,262653,18636133,8613.462138414383,1.17.2,110,10,1,0,1,63,9,1,0,1,59,9,1,0,1,163,11,1,0,1,687,9,11,0,1,624,8,4,11,1,53,9,1,0,1,26,4,1,0,1,0,False,True
django__django-12965,django/django,True,False,False,True,True,False,True,True,1,0,0,0,52,0,0,0,True,1,2,2,1,3,False,True,Submitted,True,554,265,281,8,257,490,5628469,64527,5692996,2494.847279071808,1.17.2,90,10,1,0,1,71,9,1,0,1,59,9,1,0,1,89,11,1,0,1,119,9,1,0,1,53,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13012,django/django,True,False,False,True,True,False,True,True,2,0,0,0,137,0,0,0,True,1,3,12,0,12,False,True,Submitted,True,600,288,304,8,280,536,6242604,79403,6322007,2732.1123101711273,1.17.2,96,10,1,0,1,93,9,1,0,1,59,9,1,0,1,123,11,1,0,1,103,9,1,0,1,53,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13023,django/django,True,False,False,True,True,False,True,True,2,0,0,0,9,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,480,228,244,8,220,416,4649030,68827,4717857,2530.8979229927063,1.17.2,94,10,1,0,1,61,9,1,0,1,59,9,1,0,1,89,11,1,0,1,63,9,1,0,1,47,8,1,0,1,43,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13028,django/django,True,False,False,True,True,False,True,True,2,0,0,0,276,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,556,266,282,8,258,491,6477880,73688,6551568,2926.838111639023,1.17.2,68,10,1,0,1,87,9,1,0,1,77,9,1,0,1,121,11,1,0,1,69,8,1,0,1,55,8,1,0,1,49,9,1,0,1,30,4,1,0,1,0,False,True
django__django-13033,django/django,False,False,False,True,True,False,True,False,0,1,0,0,25,1,0,0,True,1,1,1,1,2,False,True,Submitted,True,600,288,304,8,278,533,6684772,128583,6813355,3516.3534893989563,1.17.2,126,10,1,0,1,53,9,1,0,1,49,9,1,0,1,135,11,1,0,1,119,9,1,0,1,45,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13089,django/django,False,False,False,True,True,False,True,True,2,0,0,0,352,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,1775,841,903,31,806,1522,16981051,319174,17300225,8047.7320964336395,1.17.2,100,10,1,0,1,83,9,1,0,1,49,9,1,0,1,115,11,1,0,1,651,9,11,0,1,688,8,4,10,1,63,9,1,0,1,26,4,1,0,1,0,False,True
django__django-13109,django/django,True,False,False,True,True,False,True,True,2,0,0,0,170,0,0,0,True,1,2,3,1,4,False,True,Submitted,True,622,299,315,8,290,557,6810285,84028,6894313,2618.479035615921,1.17.2,100,10,1,0,1,59,9,1,0,1,53,9,1,0,1,157,11,1,0,1,133,9,1,0,1,51,8,1,0,1,45,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13112,django/django,True,False,False,True,True,False,True,False,0,1,0,0,63,0,0,0,True,1,1,6,1,7,False,True,Submitted,True,556,266,282,8,258,491,7033538,87729,7121267,2730.0755112171173,1.17.2,116,10,1,0,1,73,9,1,0,1,55,9,1,0,1,113,11,1,0,1,83,9,1,0,1,49,8,1,0,1,43,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13121,django/django,True,False,False,True,True,False,True,True,1,0,0,0,168,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,652,314,330,8,306,588,7719669,83466,7803135,2380.2244844436646,1.17.2,142,10,1,0,1,85,9,1,0,1,65,9,1,0,1,147,11,1,0,1,89,9,1,0,1,55,8,1,0,1,45,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13128,django/django,True,False,False,True,True,False,True,False,0,7,0,0,134,0,0,0,True,3,4,75,0,75,False,True,Submitted,True,1037,500,525,12,489,941,13109480,133729,13243209,4615.269230127335,1.17.2,106,10,1,0,1,135,9,1,0,1,53,9,1,0,1,95,11,1,0,1,216,9,2,0,1,355,8,2,1,1,47,9,1,0,1,30,4,1,0,1,0,False,True
django__django-13158,django/django,True,False,False,True,True,False,True,True,1,0,0,0,29,0,0,0,True,1,1,2,0,2,False,True,Submitted,True,530,253,269,8,245,466,6244774,74030,6318804,2774.8084132671356,1.17.2,116,10,1,0,1,49,9,1,0,1,75,9,1,0,1,105,11,1,0,1,59,9,1,0,1,53,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13195,django/django,False,False,False,True,True,False,True,False,4,1,0,0,381,1,0,0,True,2,2,5,4,9,False,True,Submitted,True,468,222,238,8,214,404,4891108,71948,4963056,2647.5914676189423,1.17.2,70,10,1,0,1,53,9,1,0,1,45,9,1,0,1,99,11,1,0,1,75,9,1,0,1,47,8,1,0,1,49,9,1,0,1,30,4,1,0,1,0,False,True
django__django-13212,django/django,False,False,False,True,True,False,True,False,3,2,0,0,2,0,0,0,True,1,12,19,18,37,False,True,Submitted,True,492,234,250,8,226,428,5879530,83718,5963248,2908.7047481536865,1.17.2,54,10,1,0,1,63,9,1,0,1,49,9,1,0,1,101,11,1,0,1,125,9,1,0,1,41,8,1,0,1,37,9,1,0,1,22,4,1,0,1,0,False,True
django__django-13279,django/django,True,False,False,True,True,False,True,True,9,0,0,0,346,0,0,0,True,2,4,16,2,18,False,True,Submitted,True,568,272,288,8,264,504,7196367,134950,7331317,3619.006952047348,1.17.2,88,10,1,0,1,63,9,1,0,1,77,9,1,0,1,113,11,1,0,1,103,9,1,0,1,49,8,1,0,1,53,9,1,0,1,22,4,1,0,1,0,False,True
django__django-13297,django/django,True,False,False,True,True,False,True,True,1,0,0,0,52,0,0,0,True,1,1,3,2,5,False,True,Submitted,True,504,240,256,8,232,440,6140425,79224,6219649,2667.9714212417603,1.17.2,86,10,1,0,1,91,9,1,0,1,57,9,1,0,1,85,11,1,0,1,57,9,1,0,1,49,8,1,0,1,51,9,1,0,1,28,4,1,0,1,0,False,True
django__django-13315,django/django,True,False,False,True,True,False,True,True,1,0,0,0,146,0,0,0,True,2,2,2,2,4,False,True,Submitted,True,610,293,309,8,285,546,7061025,83502,7144527,2632.749738931656,1.17.2,120,10,1,0,1,71,9,1,0,1,49,9,1,0,1,185,11,1,0,1,67,9,1,0,1,45,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13343,django/django,True,False,False,True,True,False,True,True,1,0,0,0,130,0,0,0,True,1,3,23,6,29,False,True,Submitted,True,518,247,263,8,237,452,5686471,161717,5848188,3926.844393491745,1.17.2,90,10,1,0,1,55,9,1,0,1,43,9,1,0,1,93,11,1,0,1,113,9,1,0,1,51,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13344,django/django,False,False,False,True,True,False,True,False,0,2,0,0,356,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,1819,866,924,29,825,1575,21621095,529421,22150516,11603.202219963074,1.17.2,156,10,1,0,1,71,9,1,0,1,84,9,2,0,1,176,11,2,0,1,629,9,8,1,1,630,8,5,8,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13346,django/django,True,False,False,True,True,False,True,True,2,0,0,0,65,0,0,0,True,1,3,75,0,75,False,True,Submitted,True,934,449,473,12,437,837,13707612,114975,13822587,4110.007474899292,1.17.2,70,10,1,0,1,89,9,1,0,1,59,9,1,0,1,119,11,1,0,1,391,9,3,0,1,135,8,1,2,1,47,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13363,django/django,True,False,False,True,True,False,True,True,1,0,0,0,76,0,0,0,True,1,3,4,2,6,False,True,Submitted,True,663,318,336,9,309,590,8805534,111803,8917337,3433.5267491340637,1.17.2,102,10,1,0,1,75,9,1,0,1,45,9,1,0,1,129,11,1,0,1,109,9,1,0,1,136,8,2,0,1,43,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13401,django/django,True,False,False,True,True,False,True,False,0,1,0,0,32,0,0,0,True,1,1,6,3,9,False,True,Submitted,True,502,239,255,8,231,438,5502081,74163,5576244,2483.672014474869,1.17.2,70,10,1,0,1,55,9,1,0,1,65,9,1,0,1,101,11,1,0,1,95,9,1,0,1,45,8,1,0,1,43,9,1,0,1,28,4,1,0,1,0,False,True
django__django-13406,django/django,False,False,False,True,True,False,True,False,1,2,0,0,32,0,0,0,True,2,4,5,0,5,False,True,Submitted,True,616,296,312,8,288,552,8493477,93546,8587023,3481.508378267288,1.17.2,116,10,1,0,1,87,9,1,0,1,97,9,1,0,1,115,11,1,0,1,83,9,1,0,1,49,8,1,0,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-13410,django/django,True,False,False,True,True,False,True,True,2,0,0,0,40,0,0,0,True,1,1,10,4,14,False,True,Submitted,True,444,210,226,8,202,379,3786832,58527,3845359,2490.170038461685,1.17.2,36,10,1,0,1,63,9,1,0,1,43,9,1,0,1,115,11,1,0,1,55,9,1,0,1,51,8,1,0,1,47,9,1,0,1,34,4,1,0,1,0,False,True
django__django-13417,django/django,True,False,False,True,True,False,True,True,2,0,0,0,280,0,0,0,True,1,1,1,0,1,False,True,Submitted,True,604,290,306,8,282,539,7258091,75016,7333107,2896.332201719284,1.17.2,118,10,1,0,1,75,9,1,0,1,49,8,1,0,1,173,11,1,0,1,59,9,1,0,1,57,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13449,django/django,True,False,False,True,True,False,True,True,1,0,0,0,46,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,528,252,268,8,244,464,6342467,83791,6426258,2588.8408930301666,1.17.2,84,10,1,0,1,85,9,1,0,1,69,9,1,0,1,119,11,1,0,1,55,9,1,0,1,49,8,1,0,1,45,9,1,0,1,22,4,1,0,1,0,False,True
django__django-13512,django/django,True,False,False,True,True,False,True,True,3,0,0,0,32,0,0,0,True,2,2,2,2,4,False,True,Submitted,True,462,219,235,8,211,398,5321562,70628,5392190,2391.8020238876343,1.17.2,68,10,1,0,1,73,9,1,0,1,51,9,1,0,1,95,11,1,0,1,63,9,1,0,1,39,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13513,django/django,False,False,False,False,,,,,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,False,,False,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
django__django-13516,django/django,True,False,False,True,True,False,True,True,1,0,0,0,43,0,0,0,True,1,2,4,1,5,False,True,Submitted,True,532,254,270,8,245,467,6019897,84394,6104291,2494.424821615219,1.17.2,72,10,1,0,1,63,9,1,0,1,57,9,1,0,1,111,11,1,0,1,105,9,1,0,1,53,8,1,0,1,49,9,1,0,1,22,4,1,0,1,0,False,True
django__django-13551,django/django,False,False,False,True,True,False,True,False,0,2,0,0,56,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,448,212,228,8,204,384,3954924,81587,4036511,2363.5629007816315,1.17.2,70,10,1,0,1,57,9,1,0,1,47,9,1,0,1,75,11,1,0,1,79,9,1,0,1,49,8,1,0,1,45,9,1,0,1,26,4,1,0,1,0,False,True
django__django-13568,django/django,True,False,False,True,True,False,True,True,1,0,0,0,13,0,0,0,True,1,2,9,1,10,False,True,Submitted,True,514,245,261,8,237,450,5164581,79391,5243972,2620.2720680236816,1.17.2,90,10,1,0,1,63,9,1,0,1,63,9,1,0,1,105,11,1,0,1,77,9,1,0,1,49,8,1,0,1,41,9,1,0,1,26,4,1,0,1,0,False,True
django__django-13569,django/django,True,False,False,True,True,False,True,True,1,0,0,0,66,0,0,0,True,1,1,5,2,7,False,True,Submitted,True,606,291,307,8,283,542,7230504,87681,7318185,2852.7324318885803,1.17.2,104,10,1,0,1,85,9,1,0,1,53,9,1,0,1,145,11,1,0,1,93,9,1,0,1,51,8,1,0,1,45,9,1,0,1,30,5,1,0,1,0,False,True
django__django-13590,django/django,True,False,False,True,True,False,True,True,1,0,0,0,145,0,0,0,True,1,1,7,2,9,False,True,Submitted,True,701,337,355,9,328,629,7682648,83137,7765785,3035.562767982483,1.17.2,88,10,1,0,1,79,9,1,0,1,57,9,1,0,1,193,11,1,0,1,113,9,1,0,1,100,8,2,0,1,47,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13658,django/django,True,False,False,True,True,False,True,True,1,0,0,0,181,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,550,263,279,8,255,486,5899652,98213,5997865,2872.9969458580017,1.17.2,80,10,1,0,1,77,9,1,0,1,49,9,1,0,1,121,11,1,0,1,93,9,1,0,1,49,8,1,0,1,53,9,1,0,1,28,4,1,0,1,0,False,True
django__django-13670,django/django,True,False,False,True,True,False,True,True,1,0,0,0,17,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,408,192,208,8,184,344,3789274,58484,3847758,1949.0779266357422,1.17.2,46,10,1,0,1,61,9,1,0,1,43,9,1,0,1,87,11,1,0,1,53,9,1,0,1,49,8,1,0,1,43,9,1,0,1,26,4,1,0,1,0,False,True
django__django-13741,django/django,True,False,False,True,True,False,True,True,1,0,0,0,82,0,0,0,True,1,1,1,0,1,False,True,Submitted,True,530,253,269,8,245,466,5919258,82119,6001377,2370.036286354065,1.17.2,108,10,1,0,1,69,9,1,0,1,45,9,1,0,1,131,11,1,0,1,55,9,1,0,1,43,8,1,0,1,51,9,1,0,1,28,4,1,0,1,0,False,True
django__django-13786,django/django,True,False,False,True,True,False,True,True,1,0,0,0,33,0,0,0,True,1,1,23,3,26,False,True,Submitted,True,552,264,280,8,255,487,7266628,91070,7357698,2791.51677775383,1.17.2,64,10,1,0,1,103,9,1,0,1,45,9,1,0,1,139,11,1,0,1,73,9,1,0,1,51,8,1,0,1,45,9,2,0,1,32,4,1,0,1,0,False,True
django__django-13794,django/django,True,False,False,True,True,False,True,False,2,1,0,0,24,0,0,0,True,1,1,10,0,10,False,True,Submitted,True,631,302,320,9,293,559,6808590,113130,6921720,3307.83646440506,1.17.2,90,10,1,0,1,75,9,1,0,1,53,9,1,0,1,125,11,1,0,1,75,9,1,0,1,138,8,2,0,1,51,9,1,0,1,24,4,1,0,1,0,False,True
django__django-13807,django/django,False,False,False,True,True,False,True,False,0,1,0,0,38,0,0,0,True,1,1,3,3,6,False,True,Submitted,True,520,248,264,8,240,456,5272919,76101,5349020,2124.6788051128387,1.17.2,66,10,1,0,1,101,9,1,0,1,71,9,1,0,1,97,11,1,0,1,63,8,1,0,1,49,9,1,0,1,51,9,1,0,1,22,4,1,0,1,0,False,True
