submission_dir,instance_id
20240824_gru,django__django-11099
20240824_gru,django__django-11119
20240824_gru,django__django-11133
20240824_gru,django__django-11163
20240824_gru,django__django-11179
20240824_gru,django__django-11265
20240824_gru,django__django-11276
20240824_gru,django__django-11292
20240824_gru,django__django-11555
20240824_gru,django__django-11603
20240824_gru,django__django-11749
20240824_gru,django__django-11790
20240824_gru,django__django-11815
20240824_gru,django__django-11880
20240824_gru,django__django-11999
20240824_gru,django__django-12050
20240824_gru,django__django-12143
20240824_gru,django__django-12155
20240824_gru,django__django-12193
20240824_gru,django__django-12209
20240824_gru,django__django-12276
20240824_gru,django__django-12308
20240824_gru,django__django-12325
20240824_gru,django__django-12419
20240824_gru,django__django-12708
20240824_gru,django__django-12713
20240824_gru,django__django-12741
20240824_gru,django__django-12774
20240824_gru,django__django-13012
20240824_gru,django__django-13028
20240824_gru,django__django-13089
20240824_gru,django__django-13109
20240824_gru,django__django-13315
20240824_gru,django__django-13346
20240824_gru,django__django-13363
20240824_gru,django__django-13401
20240824_gru,django__django-13410
20240824_gru,django__django-13417
20240824_gru,django__django-13516
20240824_gru,django__django-13569
20240824_gru,django__django-13658
20240824_gru,django__django-13670
20240824_gru,django__django-13741
20240824_gru,django__django-13786
20240824_gru,django__django-13809
20240824_gru,django__django-13820
20240824_gru,django__django-13821
20240824_gru,django__django-13837
20240824_gru,django__django-13933
20240824_gru,django__django-14053
20240824_gru,django__django-14089
20240824_gru,django__django-14122
20240824_gru,django__django-14238
20240824_gru,django__django-14373
20240824_gru,django__django-14434
20240824_gru,django__django-14493
20240824_gru,django__django-14500
20240824_gru,django__django-14559
20240824_gru,django__django-14672
20240824_gru,django__django-14752
20240824_gru,django__django-14765
20240824_gru,django__django-14771
20240824_gru,django__django-14855
20240824_gru,django__django-14915
20240824_gru,django__django-14999
20240824_gru,django__django-15022
20240824_gru,django__django-15103
20240824_gru,django__django-15104
20240824_gru,django__django-15277
20240824_gru,django__django-15278
20240824_gru,django__django-15315
20240824_gru,django__django-15368
20240824_gru,django__django-15380
20240824_gru,django__django-15467
20240824_gru,django__django-15499
20240824_gru,django__django-15561
20240824_gru,django__django-15569
20240824_gru,django__django-15572
20240824_gru,django__django-15731
20240824_gru,django__django-15741
20240824_gru,django__django-15814
20240824_gru,django__django-15851
20240824_gru,django__django-15987
20240824_gru,django__django-16100
20240824_gru,django__django-16136
20240824_gru,django__django-16139
20240824_gru,django__django-16145
20240824_gru,django__django-16255
20240824_gru,django__django-16333
20240824_gru,django__django-16429
20240824_gru,django__django-16485
20240824_gru,django__django-16493
20240824_gru,django__django-16527
20240824_gru,django__django-16595
20240824_gru,django__django-16612
20240824_gru,django__django-16642
20240824_gru,django__django-16662
20240824_gru,django__django-16801
20240824_gru,django__django-16819
20240824_gru,django__django-16899
20240824_gru,django__django-16901
20240824_gru,django__django-17029
20240824_gru,django__django-17087
20240824_gru,django__django-7530
20240824_gru,django__django-9296
20240824_gru,matplotlib__matplotlib-13989
20240824_gru,matplotlib__matplotlib-20859
20240824_gru,matplotlib__matplotlib-22719
20240824_gru,matplotlib__matplotlib-23314
20240824_gru,matplotlib__matplotlib-23412
20240824_gru,matplotlib__matplotlib-24026
20240824_gru,matplotlib__matplotlib-24570
20240824_gru,matplotlib__matplotlib-24970
20240824_gru,matplotlib__matplotlib-25122
20240824_gru,matplotlib__matplotlib-25287
20240824_gru,matplotlib__matplotlib-25332
20240824_gru,matplotlib__matplotlib-26113
20240824_gru,matplotlib__matplotlib-26342
20240824_gru,pallets__flask-5014
20240824_gru,psf__requests-1142
20240824_gru,psf__requests-1724
20240824_gru,psf__requests-1766
20240824_gru,psf__requests-2317
20240824_gru,psf__requests-2931
20240824_gru,pydata__xarray-3095
20240824_gru,pydata__xarray-3151
20240824_gru,pydata__xarray-3305
20240824_gru,pydata__xarray-3677
20240824_gru,pydata__xarray-4075
20240824_gru,pydata__xarray-4356
20240824_gru,pydata__xarray-4629
20240824_gru,pydata__xarray-4966
20240824_gru,pydata__xarray-6461
20240824_gru,pydata__xarray-6744
20240824_gru,pydata__xarray-7233
20240824_gru,pylint-dev__pylint-6903
20240824_gru,pylint-dev__pylint-7277
20240824_gru,pytest-dev__pytest-10081
20240824_gru,pytest-dev__pytest-5631
20240824_gru,pytest-dev__pytest-5809
20240824_gru,pytest-dev__pytest-6202
20240824_gru,pytest-dev__pytest-7205
20240824_gru,pytest-dev__pytest-7432
20240824_gru,pytest-dev__pytest-7571
20240824_gru,pytest-dev__pytest-7982
20240824_gru,pytest-dev__pytest-8399
20240824_gru,scikit-learn__scikit-learn-10297
20240824_gru,scikit-learn__scikit-learn-10844
20240824_gru,scikit-learn__scikit-learn-10908
20240824_gru,scikit-learn__scikit-learn-11310
20240824_gru,scikit-learn__scikit-learn-11578
20240824_gru,scikit-learn__scikit-learn-12585
20240824_gru,scikit-learn__scikit-learn-12973
20240824_gru,scikit-learn__scikit-learn-13135
20240824_gru,scikit-learn__scikit-learn-13142
20240824_gru,scikit-learn__scikit-learn-13328
20240824_gru,scikit-learn__scikit-learn-13439
20240824_gru,scikit-learn__scikit-learn-13779
20240824_gru,scikit-learn__scikit-learn-14053
20240824_gru,scikit-learn__scikit-learn-14141
20240824_gru,scikit-learn__scikit-learn-14496
20240824_gru,scikit-learn__scikit-learn-14710
20240824_gru,scikit-learn__scikit-learn-14894
20240824_gru,scikit-learn__scikit-learn-15100
20240824_gru,scikit-learn__scikit-learn-25232
20240824_gru,scikit-learn__scikit-learn-25931
20240824_gru,scikit-learn__scikit-learn-25973
20240824_gru,scikit-learn__scikit-learn-26323
20240824_gru,scikit-learn__scikit-learn-9288
20240824_gru,sphinx-doc__sphinx-10323
20240824_gru,sphinx-doc__sphinx-10449
20240824_gru,sphinx-doc__sphinx-10466
20240824_gru,sphinx-doc__sphinx-10673
20240824_gru,sphinx-doc__sphinx-7440
20240824_gru,sphinx-doc__sphinx-7889
20240824_gru,sphinx-doc__sphinx-8035
20240824_gru,sphinx-doc__sphinx-8120
20240824_gru,sphinx-doc__sphinx-8269
20240824_gru,sphinx-doc__sphinx-8475
20240824_gru,sphinx-doc__sphinx-8595
20240824_gru,sphinx-doc__sphinx-8721
20240824_gru,sphinx-doc__sphinx-9281
20240824_gru,sphinx-doc__sphinx-9320
20240824_gru,sphinx-doc__sphinx-9367
20240824_gru,sphinx-doc__sphinx-9591
20240824_gru,sphinx-doc__sphinx-9698
20240824_gru,sphinx-doc__sphinx-9711
20240824_gru,sympy__sympy-12096
20240824_gru,sympy__sympy-13372
20240824_gru,sympy__sympy-13480
20240824_gru,sympy__sympy-13647
20240824_gru,sympy__sympy-13757
20240824_gru,sympy__sympy-14711
20240824_gru,sympy__sympy-15349
20240824_gru,sympy__sympy-15875
20240824_gru,sympy__sympy-16450
20240824_gru,sympy__sympy-16766
20240824_gru,sympy__sympy-16886
20240824_gru,sympy__sympy-18763
20240824_gru,sympy__sympy-19346
20240824_gru,sympy__sympy-19637
20240824_gru,sympy__sympy-21379
20240824_gru,sympy__sympy-21847
20240824_gru,sympy__sympy-22456
20240824_gru,sympy__sympy-22714
20240824_gru,sympy__sympy-22914
20240824_gru,sympy__sympy-23262
20240824_gru,sympy__sympy-23824
20240824_gru,sympy__sympy-23950
20240824_gru,sympy__sympy-24066
20240824_gru,sympy__sympy-24213
20240824_gru,sympy__sympy-24443
20240824_gru,sympy__sympy-24539
20240918_lingma-agent_lingma-swe-gpt-72b,astropy__astropy-14309
20240918_lingma-agent_lingma-swe-gpt-72b,astropy__astropy-14995
20240918_lingma-agent_lingma-swe-gpt-72b,astropy__astropy-7336
20240918_lingma-agent_lingma-swe-gpt-72b,astropy__astropy-7671
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-10880
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-10914
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11066
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11095
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11099
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11119
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11133
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11163
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11551
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11603
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11880
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11951
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-11999
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12050
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12143
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12155
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12193
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12209
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12276
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12419
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12713
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-12741
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13089
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13109
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13363
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13410
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13417
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13516
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13569
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13658
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13741
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13809
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13820
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13821
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13925
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-13933
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14007
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14053
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14089
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14373
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14500
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14559
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14672
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14752
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14765
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14855
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-14915
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15104
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15277
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15368
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15467
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15499
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15569
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15572
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15741
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-15987
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16255
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16315
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16333
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16429
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16493
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16527
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16569
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16595
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16612
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16662
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-16801
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-17029
20240918_lingma-agent_lingma-swe-gpt-72b,django__django-9296
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-13989
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-20488
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-20859
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-22719
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-23314
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-23412
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-24026
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-24149
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-25122
20240918_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-26113
20240918_lingma-agent_lingma-swe-gpt-72b,pallets__flask-5014
20240918_lingma-agent_lingma-swe-gpt-72b,psf__requests-1142
20240918_lingma-agent_lingma-swe-gpt-72b,psf__requests-1766
20240918_lingma-agent_lingma-swe-gpt-72b,psf__requests-1921
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-3095
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-3305
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-3677
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-4075
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-4629
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-4966
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-6721
20240918_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-7233
20240918_lingma-agent_lingma-swe-gpt-72b,pylint-dev__pylint-6903
20240918_lingma-agent_lingma-swe-gpt-72b,pylint-dev__pylint-7277
20240918_lingma-agent_lingma-swe-gpt-72b,pytest-dev__pytest-5809
20240918_lingma-agent_lingma-swe-gpt-72b,pytest-dev__pytest-6202
20240918_lingma-agent_lingma-swe-gpt-72b,pytest-dev__pytest-7982
20240918_lingma-agent_lingma-swe-gpt-72b,pytest-dev__pytest-8399
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-10297
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-10844
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-11578
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-13328
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-13439
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-14496
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-14894
20240918_lingma-agent_lingma-swe-gpt-72b,scikit-learn__scikit-learn-15100
20240918_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-10466
20240918_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-7440
20240918_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-8721
20240918_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-9320
20240918_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-9698
20240918_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-9711
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-11618
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-12096
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-16766
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-17139
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-17655
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-20154
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-22914
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-23824
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-24213
20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-24539
20240918_lingma-agent_lingma-swe-gpt-7b,astropy__astropy-7336
20240918_lingma-agent_lingma-swe-gpt-7b,astropy__astropy-7671
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-11066
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-11119
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-11133
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-11790
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-11880
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-12143
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-12155
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-12419
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-13658
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-13741
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-13933
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-14089
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-14373
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-14765
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-14855
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-15104
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-15277
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-15467
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-15569
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16139
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16255
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16429
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16527
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16569
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16595
20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16801
20240918_lingma-agent_lingma-swe-gpt-7b,matplotlib__matplotlib-20826
20240918_lingma-agent_lingma-swe-gpt-7b,matplotlib__matplotlib-22719
20240918_lingma-agent_lingma-swe-gpt-7b,matplotlib__matplotlib-24637
20240918_lingma-agent_lingma-swe-gpt-7b,matplotlib__matplotlib-26113
20240918_lingma-agent_lingma-swe-gpt-7b,pallets__flask-5014
20240918_lingma-agent_lingma-swe-gpt-7b,psf__requests-1724
20240918_lingma-agent_lingma-swe-gpt-7b,pydata__xarray-4629
20240918_lingma-agent_lingma-swe-gpt-7b,pylint-dev__pylint-6903
20240918_lingma-agent_lingma-swe-gpt-7b,pytest-dev__pytest-5809
20240918_lingma-agent_lingma-swe-gpt-7b,pytest-dev__pytest-6202
20240918_lingma-agent_lingma-swe-gpt-7b,pytest-dev__pytest-7236
20240918_lingma-agent_lingma-swe-gpt-7b,scikit-learn__scikit-learn-10297
20240918_lingma-agent_lingma-swe-gpt-7b,scikit-learn__scikit-learn-10844
20240918_lingma-agent_lingma-swe-gpt-7b,scikit-learn__scikit-learn-11578
20240918_lingma-agent_lingma-swe-gpt-7b,scikit-learn__scikit-learn-12585
20240918_lingma-agent_lingma-swe-gpt-7b,scikit-learn__scikit-learn-13328
20240918_lingma-agent_lingma-swe-gpt-7b,scikit-learn__scikit-learn-14496
20240918_lingma-agent_lingma-swe-gpt-7b,scikit-learn__scikit-learn-14894
20240918_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-8595
20240918_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-8721
20240918_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-16766
20240918_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-24213
20240918_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-24443
20240920_solver,astropy__astropy-12907
20240920_solver,astropy__astropy-13579
20240920_solver,astropy__astropy-14096
20240920_solver,astropy__astropy-14309
20240920_solver,astropy__astropy-14539
20240920_solver,astropy__astropy-14995
20240920_solver,astropy__astropy-7166
20240920_solver,astropy__astropy-7336
20240920_solver,django__django-10880
20240920_solver,django__django-10914
20240920_solver,django__django-11066
20240920_solver,django__django-11095
20240920_solver,django__django-11099
20240920_solver,django__django-11119
20240920_solver,django__django-11133
20240920_solver,django__django-11141
20240920_solver,django__django-11163
20240920_solver,django__django-11179
20240920_solver,django__django-11206
20240920_solver,django__django-11211
20240920_solver,django__django-11451
20240920_solver,django__django-11551
20240920_solver,django__django-11603
20240920_solver,django__django-11740
20240920_solver,django__django-11790
20240920_solver,django__django-11880
20240920_solver,django__django-11999
20240920_solver,django__django-12050
20240920_solver,django__django-12143
20240920_solver,django__django-12155
20240920_solver,django__django-12193
20240920_solver,django__django-12209
20240920_solver,django__django-12276
20240920_solver,django__django-12304
20240920_solver,django__django-12419
20240920_solver,django__django-12708
20240920_solver,django__django-12713
20240920_solver,django__django-12741
20240920_solver,django__django-12858
20240920_solver,django__django-13012
20240920_solver,django__django-13028
20240920_solver,django__django-13089
20240920_solver,django__django-13109
20240920_solver,django__django-13279
20240920_solver,django__django-13297
20240920_solver,django__django-13401
20240920_solver,django__django-13410
20240920_solver,django__django-13516
20240920_solver,django__django-13569
20240920_solver,django__django-13590
20240920_solver,django__django-13658
20240920_solver,django__django-13670
20240920_solver,django__django-13741
20240920_solver,django__django-13786
20240920_solver,django__django-13809
20240920_solver,django__django-13810
20240920_solver,django__django-13820
20240920_solver,django__django-13821
20240920_solver,django__django-13925
20240920_solver,django__django-13933
20240920_solver,django__django-13964
20240920_solver,django__django-14007
20240920_solver,django__django-14017
20240920_solver,django__django-14053
20240920_solver,django__django-14089
20240920_solver,django__django-14238
20240920_solver,django__django-14311
20240920_solver,django__django-14349
20240920_solver,django__django-14373
20240920_solver,django__django-14376
20240920_solver,django__django-14434
20240920_solver,django__django-14493
20240920_solver,django__django-14559
20240920_solver,django__django-14608
20240920_solver,django__django-14672
20240920_solver,django__django-14752
20240920_solver,django__django-14765
20240920_solver,django__django-14855
20240920_solver,django__django-14915
20240920_solver,django__django-15103
20240920_solver,django__django-15104
20240920_solver,django__django-15127
20240920_solver,django__django-15277
20240920_solver,django__django-15315
20240920_solver,django__django-15368
20240920_solver,django__django-15382
20240920_solver,django__django-15467
20240920_solver,django__django-15499
20240920_solver,django__django-15561
20240920_solver,django__django-15569
20240920_solver,django__django-15731
20240920_solver,django__django-15741
20240920_solver,django__django-15814
20240920_solver,django__django-15851
20240920_solver,django__django-15863
20240920_solver,django__django-15987
20240920_solver,django__django-16082
20240920_solver,django__django-16100
20240920_solver,django__django-16116
20240920_solver,django__django-16136
20240920_solver,django__django-16139
20240920_solver,django__django-16145
20240920_solver,django__django-16255
20240920_solver,django__django-16333
20240920_solver,django__django-16429
20240920_solver,django__django-16454
20240920_solver,django__django-16485
20240920_solver,django__django-16493
20240920_solver,django__django-16527
20240920_solver,django__django-16569
20240920_solver,django__django-16595
20240920_solver,django__django-16612
20240920_solver,django__django-16661
20240920_solver,django__django-16662
20240920_solver,django__django-16801
20240920_solver,django__django-16819
20240920_solver,django__django-16899
20240920_solver,django__django-16901
20240920_solver,django__django-17029
20240920_solver,django__django-17087
20240920_solver,django__django-7530
20240920_solver,django__django-9296
20240920_solver,matplotlib__matplotlib-13989
20240920_solver,matplotlib__matplotlib-14623
20240920_solver,matplotlib__matplotlib-22719
20240920_solver,matplotlib__matplotlib-23314
20240920_solver,matplotlib__matplotlib-23412
20240920_solver,matplotlib__matplotlib-24026
20240920_solver,matplotlib__matplotlib-24149
20240920_solver,matplotlib__matplotlib-24570
20240920_solver,matplotlib__matplotlib-24627
20240920_solver,matplotlib__matplotlib-24637
20240920_solver,matplotlib__matplotlib-24970
20240920_solver,matplotlib__matplotlib-25287
20240920_solver,matplotlib__matplotlib-26113
20240920_solver,matplotlib__matplotlib-26342
20240920_solver,pallets__flask-5014
20240920_solver,psf__requests-1724
20240920_solver,psf__requests-1766
20240920_solver,psf__requests-1921
20240920_solver,psf__requests-2317
20240920_solver,psf__requests-5414
20240920_solver,pydata__xarray-3305
20240920_solver,pydata__xarray-3677
20240920_solver,pydata__xarray-4075
20240920_solver,pydata__xarray-4356
20240920_solver,pydata__xarray-4629
20240920_solver,pydata__xarray-4687
20240920_solver,pydata__xarray-4966
20240920_solver,pydata__xarray-6461
20240920_solver,pydata__xarray-7233
20240920_solver,pylint-dev__pylint-6528
20240920_solver,pylint-dev__pylint-6903
20240920_solver,pylint-dev__pylint-7277
20240920_solver,pytest-dev__pytest-10081
20240920_solver,pytest-dev__pytest-5262
20240920_solver,pytest-dev__pytest-5809
20240920_solver,pytest-dev__pytest-6202
20240920_solver,pytest-dev__pytest-7205
20240920_solver,pytest-dev__pytest-7432
20240920_solver,pytest-dev__pytest-7521
20240920_solver,pytest-dev__pytest-7571
20240920_solver,pytest-dev__pytest-7982
20240920_solver,pytest-dev__pytest-8399
20240920_solver,scikit-learn__scikit-learn-10297
20240920_solver,scikit-learn__scikit-learn-10844
20240920_solver,scikit-learn__scikit-learn-11310
20240920_solver,scikit-learn__scikit-learn-11578
20240920_solver,scikit-learn__scikit-learn-12585
20240920_solver,scikit-learn__scikit-learn-12973
20240920_solver,scikit-learn__scikit-learn-13135
20240920_solver,scikit-learn__scikit-learn-13328
20240920_solver,scikit-learn__scikit-learn-13439
20240920_solver,scikit-learn__scikit-learn-13496
20240920_solver,scikit-learn__scikit-learn-14141
20240920_solver,scikit-learn__scikit-learn-14496
20240920_solver,scikit-learn__scikit-learn-14710
20240920_solver,scikit-learn__scikit-learn-14894
20240920_solver,scikit-learn__scikit-learn-15100
20240920_solver,scikit-learn__scikit-learn-26323
20240920_solver,scikit-learn__scikit-learn-9288
20240920_solver,sphinx-doc__sphinx-10466
20240920_solver,sphinx-doc__sphinx-10673
20240920_solver,sphinx-doc__sphinx-7889
20240920_solver,sphinx-doc__sphinx-8595
20240920_solver,sphinx-doc__sphinx-8721
20240920_solver,sphinx-doc__sphinx-9320
20240920_solver,sphinx-doc__sphinx-9367
20240920_solver,sphinx-doc__sphinx-9591
20240920_solver,sphinx-doc__sphinx-9698
20240920_solver,sphinx-doc__sphinx-9711
20240920_solver,sympy__sympy-11618
20240920_solver,sympy__sympy-12096
20240920_solver,sympy__sympy-13480
20240920_solver,sympy__sympy-13647
20240920_solver,sympy__sympy-14531
20240920_solver,sympy__sympy-14711
20240920_solver,sympy__sympy-15349
20240920_solver,sympy__sympy-15809
20240920_solver,sympy__sympy-16450
20240920_solver,sympy__sympy-16766
20240920_solver,sympy__sympy-16886
20240920_solver,sympy__sympy-17655
20240920_solver,sympy__sympy-18189
20240920_solver,sympy__sympy-18763
20240920_solver,sympy__sympy-19346
20240920_solver,sympy__sympy-19637
20240920_solver,sympy__sympy-19954
20240920_solver,sympy__sympy-21847
20240920_solver,sympy__sympy-22714
20240920_solver,sympy__sympy-22914
20240920_solver,sympy__sympy-23824
20240920_solver,sympy__sympy-23950
20240920_solver,sympy__sympy-24066
20240920_solver,sympy__sympy-24213
20240920_solver,sympy__sympy-24443
20240920_solver,sympy__sympy-24539
20240920_solver,sympy__sympy-24661
20240924_solver,astropy__astropy-14096
20240924_solver,astropy__astropy-14309
20240924_solver,astropy__astropy-14539
20240924_solver,astropy__astropy-14995
20240924_solver,astropy__astropy-7166
20240924_solver,astropy__astropy-7336
20240924_solver,astropy__astropy-7671
20240924_solver,django__django-10914
20240924_solver,django__django-10973
20240924_solver,django__django-11066
20240924_solver,django__django-11095
20240924_solver,django__django-11099
20240924_solver,django__django-11119
20240924_solver,django__django-11133
20240924_solver,django__django-11141
20240924_solver,django__django-11163
20240924_solver,django__django-11179
20240924_solver,django__django-11211
20240924_solver,django__django-11292
20240924_solver,django__django-11333
20240924_solver,django__django-11451
20240924_solver,django__django-11551
20240924_solver,django__django-11603
20240924_solver,django__django-11790
20240924_solver,django__django-11880
20240924_solver,django__django-11951
20240924_solver,django__django-11999
