instance_id,repo,kozuchi,qwen_consensus,frontier_consensus,api_calls,runtime_sec,patch_churn,phase_VERIFY_PATCH_giveup,FAIL_TO_PASS_failure,PASS_TO_PASS_failure
scikit-learn__scikit-learn-10844,scikit-learn/scikit-learn,1,4,7,394,2646.976010084152,2,0,0,0
scikit-learn__scikit-learn-10908,scikit-learn/scikit-learn,1,4,7,477,3189.1467447280884,4,0,0,0
scikit-learn__scikit-learn-11310,scikit-learn/scikit-learn,1,4,7,517,2719.268691301346,3,0,0,0
scikit-learn__scikit-learn-11578,scikit-learn/scikit-learn,1,4,7,360,3644.5836606025696,2,0,0,0
scikit-learn__scikit-learn-12585,scikit-learn/scikit-learn,1,4,7,440,2310.9812932014465,5,0,0,0
scikit-learn__scikit-learn-12682,scikit-learn/scikit-learn,1,2,7,530,2674.4302747249603,18,0,1,0
scikit-learn__scikit-learn-12973,scikit-learn/scikit-learn,1,3,6,392,2101.128000974655,6,0,0,0
scikit-learn__scikit-learn-13124,scikit-learn/scikit-learn,0,1,7,444,2395.6939945220947,4,0,0,1
scikit-learn__scikit-learn-13135,scikit-learn/scikit-learn,1,4,7,371,2277.888607740402,2,0,0,0
scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,1,3,7,330,1905.8656358718872,4,0,0,0
scikit-learn__scikit-learn-13328,scikit-learn/scikit-learn,1,4,7,602,5152.763907432556,5,2,0,0
scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,1,4,7,376,1903.3045036792755,7,0,0,0
scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,1,4,7,1059,5972.186782121658,16,5,0,0
scikit-learn__scikit-learn-13779,scikit-learn/scikit-learn,1,4,7,396,2117.7105720043182,11,0,0,0
scikit-learn__scikit-learn-14053,scikit-learn/scikit-learn,1,4,7,314,1915.1279392242432,2,0,0,0
scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,1,3,7,681,4123.264171123505,7,1,0,0
scikit-learn__scikit-learn-14141,scikit-learn/scikit-learn,1,4,7,352,2616.565402030945,3,0,0,0
scikit-learn__scikit-learn-14496,scikit-learn/scikit-learn,1,4,7,394,2607.526388168335,6,0,0,0
scikit-learn__scikit-learn-14629,scikit-learn/scikit-learn,0,0,3,447,2553.244998216629,8,0,1,0
scikit-learn__scikit-learn-14710,scikit-learn/scikit-learn,1,4,7,623,3810.38831782341,8,0,0,0
scikit-learn__scikit-learn-14894,scikit-learn/scikit-learn,1,4,7,338,2148.8897762298584,8,0,0,0
scikit-learn__scikit-learn-14983,scikit-learn/scikit-learn,0,1,7,446,2723.1873807907104,10,0,2,0
scikit-learn__scikit-learn-15100,scikit-learn/scikit-learn,1,4,7,362,2124.705791950226,5,0,0,0
scikit-learn__scikit-learn-25102,scikit-learn/scikit-learn,1,1,5,438,3588.578764438629,26,0,0,0
scikit-learn__scikit-learn-25232,scikit-learn/scikit-learn,1,4,7,483,4004.549081325531,41,0,1,0
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,0,0,0,422,2935.364014148712,10,0,1,0
scikit-learn__scikit-learn-25931,scikit-learn/scikit-learn,1,4,6,417,3405.743484258652,2,0,0,0
scikit-learn__scikit-learn-25973,scikit-learn/scikit-learn,1,4,7,464,2760.401785135269,7,0,0,0
scikit-learn__scikit-learn-26194,scikit-learn/scikit-learn,0,0,0,362,2069.964641571045,1,0,2,0
scikit-learn__scikit-learn-26323,scikit-learn/scikit-learn,1,4,7,394,2206.5942344665527,4,0,0,0
scikit-learn__scikit-learn-9288,scikit-learn/scikit-learn,1,3,7,392,2795.2639772892,3,0,0,0
sphinx-doc__sphinx-10323,sphinx-doc/sphinx,1,4,7,1347,9007.935166597366,30,4,0,0
sphinx-doc__sphinx-10435,sphinx-doc/sphinx,0,1,1,502,2999.848840236664,4,0,1,0
sphinx-doc__sphinx-10449,sphinx-doc/sphinx,1,3,7,420,2820.611400365829,2,0,1,0
sphinx-doc__sphinx-10466,sphinx-doc/sphinx,1,4,7,394,2824.4112961292267,4,0,0,0
sphinx-doc__sphinx-10614,sphinx-doc/sphinx,0,0,0,592,3363.853477716446,184,0,1,0
sphinx-doc__sphinx-10673,sphinx-doc/sphinx,1,1,6,464,2515.8484201431274,12,0,1,0
sphinx-doc__sphinx-11445,sphinx-doc/sphinx,1,4,7,637,3166.892199993133,2,0,0,0
sphinx-doc__sphinx-11510,sphinx-doc/sphinx,0,0,0,606,2771.2433094978333,40,0,1,0
sphinx-doc__sphinx-7440,sphinx-doc/sphinx,1,4,5,677,3340.276775121689,14,0,0,0
sphinx-doc__sphinx-7454,sphinx-doc/sphinx,1,0,6,728,4770.1086349487305,5,3,0,0
sphinx-doc__sphinx-7462,sphinx-doc/sphinx,0,0,0,410,2858.2947249412537,13,0,2,0
sphinx-doc__sphinx-7590,sphinx-doc/sphinx,0,0,0,1150,8227.620140314102,164,2,1,0
sphinx-doc__sphinx-7748,sphinx-doc/sphinx,0,0,0,607,3494.9736421108246,121,0,2,0
sphinx-doc__sphinx-7757,sphinx-doc/sphinx,1,3,7,402,2217.7853724956512,9,0,0,0
sphinx-doc__sphinx-7889,sphinx-doc/sphinx,1,3,7,390,2425.662986278534,16,0,0,0
sphinx-doc__sphinx-7910,sphinx-doc/sphinx,0,2,7,512,3135.8304958343506,42,0,1,0
sphinx-doc__sphinx-7985,sphinx-doc/sphinx,0,0,0,1090,6300.478530168533,60,3,2,0
sphinx-doc__sphinx-8035,sphinx-doc/sphinx,1,4,7,498,3227.0148532390594,31,0,0,0
sphinx-doc__sphinx-8056,sphinx-doc/sphinx,1,1,4,473,2309.515356063843,17,0,1,0
sphinx-doc__sphinx-8120,sphinx-doc/sphinx,1,4,7,1187,6846.805175304413,2,2,0,0
sphinx-doc__sphinx-8265,sphinx-doc/sphinx,1,1,6,422,2343.7899737358093,15,0,0,0
sphinx-doc__sphinx-8269,sphinx-doc/sphinx,1,1,7,452,4095.9109392166138,5,0,0,0
sphinx-doc__sphinx-8459,sphinx-doc/sphinx,1,4,7,434,2260.3692548274994,5,0,0,0
sphinx-doc__sphinx-8475,sphinx-doc/sphinx,1,4,6,611,4095.22806930542,4,1,0,0
sphinx-doc__sphinx-8548,sphinx-doc/sphinx,0,1,2,689,3589.151826381684,31,0,1,0
sphinx-doc__sphinx-8551,sphinx-doc/sphinx,1,3,7,563,3008.112149953842,54,0,0,0
sphinx-doc__sphinx-8593,sphinx-doc/sphinx,1,3,7,506,2440.508811235428,4,0,0,0
sphinx-doc__sphinx-8595,sphinx-doc/sphinx,0,3,1,518,2456.91512298584,54,0,0,0
sphinx-doc__sphinx-8621,sphinx-doc/sphinx,1,2,6,545,2882.534261703491,1,0,0,0
sphinx-doc__sphinx-8638,sphinx-doc/sphinx,0,0,5,735,4009.48820066452,26,0,1,0
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,1,2,7,456,2647.819540977478,2,0,0,0
sphinx-doc__sphinx-9229,sphinx-doc/sphinx,0,0,0,0,0.0,0,0,0,0
sphinx-doc__sphinx-9230,sphinx-doc/sphinx,1,2,7,507,2675.810806274414,19,0,0,0
sphinx-doc__sphinx-9258,sphinx-doc/sphinx,1,1,7,514,2621.538629055023,2,0,1,0
sphinx-doc__sphinx-9281,sphinx-doc/sphinx,1,3,7,383,1821.1020348072047,2,0,0,0
sphinx-doc__sphinx-9320,sphinx-doc/sphinx,1,4,7,386,2546.1478152275085,12,0,0,0
sphinx-doc__sphinx-9367,sphinx-doc/sphinx,1,4,7,300,1523.4453608989716,2,0,0,0
sphinx-doc__sphinx-9461,sphinx-doc/sphinx,0,0,1,580,2620.4610323905945,51,0,3,0
sphinx-doc__sphinx-9591,sphinx-doc/sphinx,1,1,6,630,3317.8200981616974,9,0,1,0
sphinx-doc__sphinx-9602,sphinx-doc/sphinx,0,1,0,572,2989.755599975586,152,0,1,0
sphinx-doc__sphinx-9658,sphinx-doc/sphinx,1,0,4,394,2399.3178634643555,7,0,0,0
sphinx-doc__sphinx-9673,sphinx-doc/sphinx,1,4,7,890,5654.931859493256,53,1,0,0
sphinx-doc__sphinx-9698,sphinx-doc/sphinx,1,4,7,444,2297.902493476868,162,0,0,0
sphinx-doc__sphinx-9711,sphinx-doc/sphinx,1,4,2,398,2286.813706636429,6,0,0,0
sympy__sympy-11618,sympy/sympy,1,4,7,478,2223.223845720291,17,0,0,0
sympy__sympy-12096,sympy/sympy,1,4,7,871,4464.471972227097,2,5,0,0
sympy__sympy-12419,sympy/sympy,1,3,7,635,3076.2525148391724,14,0,0,0
sympy__sympy-12481,sympy/sympy,1,3,7,451,2783.961581230164,5,0,0,0
sympy__sympy-12489,sympy/sympy,1,1,5,666,4082.661607980728,46,0,0,0
sympy__sympy-13031,sympy/sympy,1,0,6,476,2799.9154970645905,8,0,0,0
sympy__sympy-13091,sympy/sympy,1,1,6,628,3293.3483350276947,56,0,0,0
sympy__sympy-13372,sympy/sympy,1,4,7,376,2330.538263559341,4,0,0,0
sympy__sympy-13480,sympy/sympy,1,4,7,354,2148.002005815506,2,0,0,0
sympy__sympy-13551,sympy/sympy,1,2,7,503,6255.00643992424,16,0,0,0
sympy__sympy-13615,sympy/sympy,1,1,7,400,2450.327788591385,8,0,0,0
sympy__sympy-13647,sympy/sympy,1,4,7,412,2001.6893227100368,2,0,0,0
sympy__sympy-13757,sympy/sympy,1,2,7,468,2589.4998733997345,1,0,0,0
sympy__sympy-13798,sympy/sympy,0,2,1,386,1795.2739086151123,8,0,1,0
sympy__sympy-13852,sympy/sympy,0,0,0,388,2192.0071873664856,11,0,1,0
sympy__sympy-13877,sympy/sympy,1,1,4,428,2859.598340511322,2,0,0,0
sympy__sympy-13878,sympy/sympy,1,1,7,994,8396.681142091751,76,1,0,0
sympy__sympy-13974,sympy/sympy,1,1,1,434,2638.471383810044,7,0,1,0
sympy__sympy-14248,sympy/sympy,0,0,2,782,4762.754519939423,168,1,2,2
sympy__sympy-14531,sympy/sympy,1,4,7,449,2983.625774383545,8,0,0,0
sympy__sympy-14711,sympy/sympy,1,4,7,358,2327.7529323101044,2,0,0,0
sympy__sympy-14976,sympy/sympy,0,1,5,422,2319.897046327591,10,0,1,0
sympy__sympy-15017,sympy/sympy,1,3,5,421,2249.221386909485,6,0,0,0
sympy__sympy-15345,sympy/sympy,1,3,7,396,2049.7801756858826,1,0,0,0
sympy__sympy-15349,sympy/sympy,1,3,7,353,2037.304398059845,6,0,0,0
sympy__sympy-15599,sympy/sympy,1,0,4,531,3983.134979963303,18,0,0,0
sympy__sympy-15809,sympy/sympy,1,2,7,493,3264.9614655971527,6,0,0,0
sympy__sympy-15875,sympy/sympy,0,1,2,683,4012.678374528885,36,1,1,0
sympy__sympy-15976,sympy/sympy,0,0,5,398,2533.243803739548,6,0,1,0
sympy__sympy-16450,sympy/sympy,1,3,7,416,2387.259540081024,2,0,0,0
sympy__sympy-16597,sympy/sympy,0,0,0,780,3909.675947666168,28,3,3,0
sympy__sympy-16766,sympy/sympy,1,4,7,446,2066.851727247238,7,0,0,0
sympy__sympy-16792,sympy/sympy,1,4,7,557,3215.215247631073,11,0,0,0
sympy__sympy-16886,sympy/sympy,1,4,7,352,1787.064504146576,2,0,0,0
sympy__sympy-17139,sympy/sympy,1,3,7,385,1971.571880817413,2,0,1,0
sympy__sympy-17318,sympy/sympy,0,1,0,458,3372.627052307129,2,0,1,0
sympy__sympy-17630,sympy/sympy,1,0,1,572,3505.3065950870514,52,0,1,0
sympy__sympy-17655,sympy/sympy,1,2,5,764,6713.238250732422,33,1,0,0
sympy__sympy-18189,sympy/sympy,1,4,7,467,3306.374540567398,2,0,0,0
sympy__sympy-18199,sympy/sympy,0,0,0,356,2957.816861629486,2,0,1,0
sympy__sympy-18211,sympy/sympy,1,3,5,494,2454.3736000061035,6,0,0,0
sympy__sympy-18698,sympy/sympy,0,1,4,704,4253.733621835709,29,2,1,0
sympy__sympy-18763,sympy/sympy,0,2,0,519,4372.025801897049,2,0,1,0
sympy__sympy-19040,sympy/sympy,1,1,5,743,4512.185580968857,6,0,0,0
sympy__sympy-19346,sympy/sympy,1,4,7,435,2254.363250732422,16,0,0,0
sympy__sympy-19495,sympy/sympy,1,4,4,715,4818.702504873276,6,3,0,0
sympy__sympy-19637,sympy/sympy,1,4,7,332,2313.7265338897705,2,0,0,0
sympy__sympy-19783,sympy/sympy,1,2,6,587,3350.8572900295258,37,0,0,0
sympy__sympy-19954,sympy/sympy,1,4,7,398,3198.147551774978,3,0,0,0
sympy__sympy-20154,sympy/sympy,1,4,7,372,2327.4567494392395,8,0,0,0
sympy__sympy-20428,sympy/sympy,0,0,0,500,2957.7719938755035,7,0,1,0
sympy__sympy-20438,sympy/sympy,0,0,0,550,2910.878358602524,57,0,2,0
sympy__sympy-20590,sympy/sympy,1,3,7,1196,5244.687788009644,48,1,0,0
sympy__sympy-20801,sympy/sympy,1,3,7,410,2220.365396499634,4,0,0,0
sympy__sympy-20916,sympy/sympy,0,0,1,456,2405.190804719925,2,0,1,0
sympy__sympy-21379,sympy/sympy,1,4,6,498,2732.8609714508057,4,0,0,0
sympy__sympy-21596,sympy/sympy,0,0,0,416,2567.778771162033,4,0,1,0
sympy__sympy-21612,sympy/sympy,1,0,3,695,5474.61328625679,2,1,1,0
sympy__sympy-21847,sympy/sympy,1,4,7,366,2207.241284608841,4,0,0,0
sympy__sympy-21930,sympy/sympy,0,0,0,819,5445.720542430878,20,2,6,0
sympy__sympy-22080,sympy/sympy,0,0,0,564,2722.07804107666,1,0,1,0
sympy__sympy-22456,sympy/sympy,1,4,6,539,3768.5703337192535,20,0,0,0
sympy__sympy-22714,sympy/sympy,1,4,7,833,6254.056885957718,29,2,0,0
sympy__sympy-22914,sympy/sympy,1,4,7,577,2732.9466631412506,6,2,0,0
sympy__sympy-23262,sympy/sympy,1,4,7,563,2555.303806781769,8,0,0,0
sympy__sympy-23413,sympy/sympy,0,0,6,1434,16301.921347856522,56,1,1,0
sympy__sympy-23534,sympy/sympy,1,3,7,419,2703.4067912101746,2,0,0,0
sympy__sympy-23824,sympy/sympy,1,4,7,338,2230.116039991379,2,0,0,0
sympy__sympy-23950,sympy/sympy,1,3,3,466,2288.310749053955,8,0,0,0
sympy__sympy-24066,sympy/sympy,1,4,7,422,2479.748223543167,5,0,0,0
sympy__sympy-24213,sympy/sympy,1,4,7,551,2801.414511203766,3,1,0,0
sympy__sympy-24443,sympy/sympy,1,4,7,400,2787.0196526050568,2,0,0,0
sympy__sympy-24539,sympy/sympy,1,4,7,366,1892.0565347671509,2,0,0,0
sympy__sympy-24562,sympy/sympy,1,3,7,452,2366.0000138282776,2,0,1,0
sympy__sympy-24661,sympy/sympy,1,4,7,627,3428.642678260803,36,1,0,0
